Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1248	:	1706635794.817	     5.324	0	19	0	0	magma -b seq:=3834 rk2search_omit.m
1249	:	1706635800.159	     0.113	0	25	0	0	magma -b seq:=147 rk2search_omit.m
1250	:	1706635800.283	     0.128	0	23	0	0	magma -b seq:=8158 rk2search_omit.m
1251	:	1706635800.439	     0.156	0	24	0	0	magma -b seq:=8283 rk2search_omit.m
1252	:	1706635800.619	     0.150	0	23	0	0	magma -b seq:=4049 rk2search_omit.m
1253	:	1706635800.794	     4.782	0	20	0	0	magma -b seq:=8132 rk2search_omit.m
1254	:	1706635805.585	     0.088	0	24	0	0	magma -b seq:=1063 rk2search_omit.m
1255	:	1706635805.681	     0.082	0	23	0	0	magma -b seq:=1422 rk2search_omit.m
1256	:	1706635805.774	     0.088	0	25	0	0	magma -b seq:=1317 rk2search_omit.m
1257	:	1706635805.873	     0.049	0	22	0	0	magma -b seq:=8948 rk2search_omit.m
1258	:	1706635805.928	     0.056	0	25	0	0	magma -b seq:=722 rk2search_omit.m
1259	:	1706635805.993	     0.062	0	22	0	0	magma -b seq:=6410 rk2search_omit.m
1260	:	1706635806.061	     0.069	0	22	0	0	magma -b seq:=7295 rk2search_omit.m
1261	:	1706635806.136	     0.058	0	25	0	0	magma -b seq:=2509 rk2search_omit.m
1262	:	1706635806.200	     0.056	0	23	0	0	magma -b seq:=4868 rk2search_omit.m
1263	:	1706635806.263	     0.082	0	23	0	0	magma -b seq:=5003 rk2search_omit.m
1264	:	1706635806.351	     0.064	0	21	0	0	magma -b seq:=7966 rk2search_omit.m
1265	:	1706635806.421	     0.081	0	23	0	0	magma -b seq:=8492 rk2search_omit.m
1266	:	1706635806.508	     0.047	0	22	0	0	magma -b seq:=8688 rk2search_omit.m
1267	:	1706635806.561	     0.074	0	23	0	0	magma -b seq:=893 rk2search_omit.m
1268	:	1706635806.646	     0.077	0	23	0	0	magma -b seq:=221 rk2search_omit.m
1269	:	1706635806.730	     0.072	0	23	0	0	magma -b seq:=5969 rk2search_omit.m
1270	:	1706635806.809	     0.092	0	23	0	0	magma -b seq:=8803 rk2search_omit.m
1271	:	1706635806.925	     0.141	0	23	0	0	magma -b seq:=9578 rk2search_omit.m
1272	:	1706635807.086	     0.154	0	22	0	0	magma -b seq:=5223 rk2search_omit.m
1273	:	1706635807.263	     0.180	0	25	0	0	magma -b seq:=2885 rk2search_omit.m
1274	:	1706635807.467	     0.181	0	24	0	0	magma -b seq:=6774 rk2search_omit.m
1275	:	1706635807.667	     0.134	0	24	0	0	magma -b seq:=9777 rk2search_omit.m
1276	:	1706635807.822	     0.170	0	24	0	0	magma -b seq:=9676 rk2search_omit.m
1277	:	1706635808.015	     0.117	0	23	0	0	magma -b seq:=9180 rk2search_omit.m
1278	:	1706635808.155	     0.160	0	23	0	0	magma -b seq:=3504 rk2search_omit.m
1279	:	1706635808.339	     0.171	0	23	0	0	magma -b seq:=4270 rk2search_omit.m
193	:	1706635680.647	   180.786	0	0	-1	15	magma -b seq:=6890 rk2search_omit.m
1281	:	1706635862.490	     0.117	0	24	0	0	magma -b seq:=7241 rk2search_omit.m
1282	:	1706635862.625	     0.150	0	24	0	0	magma -b seq:=9091 rk2search_omit.m
1283	:	1706635862.794	     4.138	0	19	0	0	magma -b seq:=5565 rk2search_omit.m
1284	:	1706635866.943	     0.108	0	25	0	0	magma -b seq:=2430 rk2search_omit.m
1285	:	1706635867.062	     0.148	0	26	0	0	magma -b seq:=1985 rk2search_omit.m
1286	:	1706635867.220	     0.105	0	25	0	0	magma -b seq:=9971 rk2search_omit.m
1287	:	1706635867.334	     0.072	0	24	0	0	magma -b seq:=1796 rk2search_omit.m
1288	:	1706635867.421	     0.095	0	24	0	0	magma -b seq:=8004 rk2search_omit.m
1289	:	1706635867.529	     0.211	0	25	0	0	magma -b seq:=5297 rk2search_omit.m
1290	:	1706635867.771	     0.155	0	22	0	0	magma -b seq:=10226 rk2search_omit.m
1291	:	1706635867.939	     0.170	0	25	0	0	magma -b seq:=3691 rk2search_omit.m
1292	:	1706635868.118	     0.111	0	24	0	0	magma -b seq:=8043 rk2search_omit.m
1293	:	1706635868.244	     0.184	0	23	0	0	magma -b seq:=6891 rk2search_omit.m
1294	:	1706635868.443	     0.132	0	23	0	0	magma -b seq:=2718 rk2search_omit.m
1295	:	1706635868.598	     0.098	0	22	0	0	magma -b seq:=10236 rk2search_omit.m
1296	:	1706635868.713	     0.093	0	23	0	0	magma -b seq:=586 rk2search_omit.m
1297	:	1706635868.814	     0.059	0	24	0	0	magma -b seq:=8273 rk2search_omit.m
1298	:	1706635868.885	     0.075	0	22	0	0	magma -b seq:=5917 rk2search_omit.m
1299	:	1706635868.967	     0.069	0	24	0	0	magma -b seq:=7998 rk2search_omit.m
1300	:	1706635869.043	     0.097	0	25	0	0	magma -b seq:=8837 rk2search_omit.m
1301	:	1706635869.161	     0.098	0	22	0	0	magma -b seq:=6107 rk2search_omit.m
1302	:	1706635869.267	     0.072	0	23	0	0	magma -b seq:=3860 rk2search_omit.m
1303	:	1706635869.347	     0.065	0	24	0	0	magma -b seq:=2971 rk2search_omit.m
1304	:	1706635869.418	     0.051	0	22	0	0	magma -b seq:=10481 rk2search_omit.m
1305	:	1706635869.478	     0.064	0	25	0	0	magma -b seq:=10526 rk2search_omit.m
1306	:	1706635869.548	     0.060	0	22	0	0	magma -b seq:=7384 rk2search_omit.m
1307	:	1706635869.616	     0.061	0	21	0	0	magma -b seq:=6491 rk2search_omit.m
1308	:	1706635869.687	     0.075	0	24	0	0	magma -b seq:=2023 rk2search_omit.m
1309	:	1706635869.769	     0.100	0	24	0	0	magma -b seq:=8877 rk2search_omit.m
1310	:	1706635869.878	     0.075	0	23	0	0	magma -b seq:=2908 rk2search_omit.m
374	:	1706635691.153	   181.044	0	0	-1	15	magma -b seq:=8070 rk2search_omit.m
1312	:	1706635872.430	     0.100	0	22	0	0	magma -b seq:=7136 rk2search_omit.m
1313	:	1706635872.539	     0.115	0	23	0	0	magma -b seq:=6621 rk2search_omit.m
1314	:	1706635872.673	     0.093	0	23	0	0	magma -b seq:=9757 rk2search_omit.m
1315	:	1706635872.784	     0.085	0	23	0	0	magma -b seq:=10737 rk2search_omit.m
1316	:	1706635872.881	     0.086	0	23	0	0	magma -b seq:=6704 rk2search_omit.m
1317	:	1706635872.991	     0.081	0	23	0	0	magma -b seq:=4374 rk2search_omit.m
1318	:	1706635873.102	     0.085	0	24	0	0	magma -b seq:=4147 rk2search_omit.m
1319	:	1706635873.197	     0.114	0	24	0	0	magma -b seq:=9464 rk2search_omit.m
1320	:	1706635873.321	     0.092	0	23	0	0	magma -b seq:=5649 rk2search_omit.m
1321	:	1706635873.421	     0.115	0	23	0	0	magma -b seq:=9047 rk2search_omit.m
1322	:	1706635873.550	     0.080	0	23	0	0	magma -b seq:=2977 rk2search_omit.m
1323	:	1706635873.637	     0.052	0	22	0	0	magma -b seq:=6095 rk2search_omit.m
1324	:	1706635873.696	     0.103	0	23	0	0	magma -b seq:=3074 rk2search_omit.m
1325	:	1706635873.810	     0.107	0	22	0	0	magma -b seq:=6286 rk2search_omit.m
1326	:	1706635873.938	     0.092	0	23	0	0	magma -b seq:=8239 rk2search_omit.m
1327	:	1706635874.047	     0.078	0	23	0	0	magma -b seq:=5473 rk2search_omit.m
1328	:	1706635874.133	     0.048	0	23	0	0	magma -b seq:=6978 rk2search_omit.m
1329	:	1706635874.194	     0.095	0	24	0	0	magma -b seq:=1665 rk2search_omit.m
1330	:	1706635874.316	     0.081	0	23	0	0	magma -b seq:=9677 rk2search_omit.m
1331	:	1706635874.405	     0.066	0	21	0	0	magma -b seq:=6216 rk2search_omit.m
1332	:	1706635874.479	     0.087	0	24	0	0	magma -b seq:=2956 rk2search_omit.m
1333	:	1706635874.574	     0.099	0	23	0	0	magma -b seq:=545 rk2search_omit.m
1334	:	1706635874.681	     0.094	0	24	0	0	magma -b seq:=1904 rk2search_omit.m
1335	:	1706635874.783	     0.069	0	23	0	0	magma -b seq:=9290 rk2search_omit.m
1336	:	1706635874.861	     0.086	0	21	0	0	magma -b seq:=7616 rk2search_omit.m
1337	:	1706635874.957	     0.098	0	25	0	0	magma -b seq:=2062 rk2search_omit.m
1338	:	1706635875.067	     0.075	0	23	0	0	magma -b seq:=4563 rk2search_omit.m
1339	:	1706635875.152	     0.072	0	25	0	0	magma -b seq:=2884 rk2search_omit.m
1340	:	1706635875.234	     0.108	0	25	0	0	magma -b seq:=1311 rk2search_omit.m
1341	:	1706635875.353	     0.078	0	23	0	0	magma -b seq:=2188 rk2search_omit.m
1342	:	1706635875.440	     0.075	0	23	0	0	magma -b seq:=7309 rk2search_omit.m
1343	:	1706635875.524	     0.087	0	22	0	0	magma -b seq:=2102 rk2search_omit.m
1344	:	1706635875.621	     0.072	0	22	0	0	magma -b seq:=6897 rk2search_omit.m
1345	:	1706635875.704	     0.078	0	24	0	0	magma -b seq:=1875 rk2search_omit.m
1346	:	1706635875.791	     0.073	0	24	0	0	magma -b seq:=1484 rk2search_omit.m
1347	:	1706635875.873	     0.086	0	22	0	0	magma -b seq:=6417 rk2search_omit.m
1348	:	1706635875.968	     0.104	0	24	0	0	magma -b seq:=3638 rk2search_omit.m
1311	:	1706635869.961	     6.138	0	19	0	0	magma -b seq:=8123 rk2search_omit.m
1349	:	1706635876.081	     0.082	0	24	0	0	magma -b seq:=572 rk2search_omit.m
1350	:	1706635876.130	     0.083	0	22	0	0	magma -b seq:=7390 rk2search_omit.m
1351	:	1706635876.172	     0.082	0	23	0	0	magma -b seq:=11067 rk2search_omit.m
1352	:	1706635876.224	     0.075	0	24	0	0	magma -b seq:=9655 rk2search_omit.m
1353	:	1706635876.262	     0.122	0	23	0	0	magma -b seq:=10531 rk2search_omit.m
1354	:	1706635876.309	     0.145	0	23	0	0	magma -b seq:=6970 rk2search_omit.m
1355	:	1706635876.394	     0.139	0	23	0	0	magma -b seq:=8801 rk2search_omit.m
1356	:	1706635876.463	     0.112	0	22	0	0	magma -b seq:=7881 rk2search_omit.m
1357	:	1706635876.541	     0.058	0	23	0	0	magma -b seq:=3322 rk2search_omit.m
1359	:	1706635876.606	     0.059	0	26	0	0	magma -b seq:=1661 rk2search_omit.m
1358	:	1706635876.585	     0.103	0	25	0	0	magma -b seq:=1410 rk2search_omit.m
1360	:	1706635876.672	     0.075	0	22	0	0	magma -b seq:=5998 rk2search_omit.m
1362	:	1706635876.754	     0.058	0	23	0	0	magma -b seq:=7663 rk2search_omit.m
1361	:	1706635876.729	     0.093	0	23	0	0	magma -b seq:=7116 rk2search_omit.m
1363	:	1706635876.818	     0.065	0	24	0	0	magma -b seq:=3085 rk2search_omit.m
1364	:	1706635876.831	     0.115	0	23	0	0	magma -b seq:=9239 rk2search_omit.m
1365	:	1706635876.890	     0.101	0	24	0	0	magma -b seq:=522 rk2search_omit.m
1366	:	1706635876.957	     0.062	0	25	0	0	magma -b seq:=10009 rk2search_omit.m
1368	:	1706635877.025	     0.088	0	22	0	0	magma -b seq:=6514 rk2search_omit.m
1369	:	1706635877.126	     0.092	0	24	0	0	magma -b seq:=3984 rk2search_omit.m
1370	:	1706635877.230	     0.082	0	23	0	0	magma -b seq:=2979 rk2search_omit.m
1371	:	1706635877.321	     0.105	0	22	0	0	magma -b seq:=10981 rk2search_omit.m
1372	:	1706635877.437	     0.108	0	24	0	0	magma -b seq:=8807 rk2search_omit.m
1373	:	1706635877.557	     0.103	0	23	0	0	magma -b seq:=8630 rk2search_omit.m
553	:	1706635699.138	   181.088	0	0	-1	15	magma -b seq:=3604 rk2search_omit.m
1375	:	1706635880.488	     0.050	0	24	0	0	magma -b seq:=8655 rk2search_omit.m
1376	:	1706635880.545	     0.063	0	21	0	0	magma -b seq:=9531 rk2search_omit.m
1377	:	1706635880.615	     0.108	0	22	0	0	magma -b seq:=4460 rk2search_omit.m
1378	:	1706635880.734	     0.051	0	25	0	0	magma -b seq:=8308 rk2search_omit.m
1379	:	1706635880.798	     0.082	0	24	0	0	magma -b seq:=5273 rk2search_omit.m
1380	:	1706635880.896	     0.074	0	25	0	0	magma -b seq:=5346 rk2search_omit.m
1381	:	1706635880.980	     0.073	0	25	0	0	magma -b seq:=5335 rk2search_omit.m
1382	:	1706635881.063	     0.085	0	23	0	0	magma -b seq:=898 rk2search_omit.m
1383	:	1706635881.156	     0.052	0	23	0	0	magma -b seq:=9764 rk2search_omit.m
1384	:	1706635881.216	     0.093	0	25	0	0	magma -b seq:=2534 rk2search_omit.m
1367	:	1706635877.001	     4.489	0	20	0	0	magma -b seq:=4039 rk2search_omit.m
1374	:	1706635877.669	     3.869	0	20	0	0	magma -b seq:=5011 rk2search_omit.m
1386	:	1706635881.502	     0.079	0	24	0	0	magma -b seq:=9994 rk2search_omit.m
1387	:	1706635881.548	     0.059	0	25	0	0	magma -b seq:=3042 rk2search_omit.m
1388	:	1706635881.589	     0.078	0	24	0	0	magma -b seq:=7242 rk2search_omit.m
1389	:	1706635881.615	     0.092	0	24	0	0	magma -b seq:=2451 rk2search_omit.m
1390	:	1706635881.675	     0.068	0	23	0	0	magma -b seq:=5863 rk2search_omit.m
1391	:	1706635881.727	     0.092	0	25	0	0	magma -b seq:=2452 rk2search_omit.m
1392	:	1706635881.749	     0.120	0	24	0	0	magma -b seq:=2686 rk2search_omit.m
1393	:	1706635881.827	     0.081	0	25	0	0	magma -b seq:=8055 rk2search_omit.m
1394	:	1706635881.886	     0.075	0	23	0	0	magma -b seq:=6460 rk2search_omit.m
1395	:	1706635881.926	     0.140	0	24	0	0	magma -b seq:=1874 rk2search_omit.m
1396	:	1706635881.968	     0.111	0	24	0	0	magma -b seq:=2902 rk2search_omit.m
1398	:	1706635882.094	     0.094	0	23	0	0	magma -b seq:=3839 rk2search_omit.m
1397	:	1706635882.078	     0.128	0	23	0	0	magma -b seq:=10005 rk2search_omit.m
1399	:	1706635882.207	     0.131	0	24	0	0	magma -b seq:=4848 rk2search_omit.m
1400	:	1706635882.231	     0.111	0	23	0	0	magma -b seq:=9115 rk2search_omit.m
1385	:	1706635881.322	     3.115	0	19	0	0	magma -b seq:=4439 rk2search_omit.m
1403	:	1706635884.445	     0.062	0	22	0	0	magma -b seq:=7236 rk2search_omit.m
1404	:	1706635884.514	     0.078	0	23	0	0	magma -b seq:=7497 rk2search_omit.m
1405	:	1706635884.608	     0.098	0	22	0	0	magma -b seq:=5801 rk2search_omit.m
1401	:	1706635882.362	     3.105	0	18	0	0	magma -b seq:=6835 rk2search_omit.m
1407	:	1706635885.477	     0.117	0	23	0	0	magma -b seq:=7566 rk2search_omit.m
1408	:	1706635885.606	     0.108	0	25	0	0	magma -b seq:=2018 rk2search_omit.m
1409	:	1706635885.726	     0.095	0	23	0	0	magma -b seq:=6622 rk2search_omit.m
1410	:	1706635885.835	     0.082	0	21	0	0	magma -b seq:=6449 rk2search_omit.m
1411	:	1706635885.926	     0.104	0	23	0	0	magma -b seq:=8559 rk2search_omit.m
691	:	1706635705.914	   180.134	0	0	-1	15	magma -b seq:=6881 rk2search_omit.m
1413	:	1706635886.061	     0.104	0	25	0	0	magma -b seq:=2842 rk2search_omit.m
1402	:	1706635882.387	     3.881	0	18	0	0	magma -b seq:=7857 rk2search_omit.m
1414	:	1706635886.177	     0.108	0	24	0	0	magma -b seq:=9116 rk2search_omit.m
1415	:	1706635886.279	     0.078	0	24	0	0	magma -b seq:=2396 rk2search_omit.m
1416	:	1706635886.294	     0.118	0	22	0	0	magma -b seq:=7509 rk2search_omit.m
1417	:	1706635886.366	     0.133	0	22	0	0	magma -b seq:=6029 rk2search_omit.m
1418	:	1706635886.437	     0.145	0	23	0	0	magma -b seq:=132 rk2search_omit.m
1419	:	1706635886.510	     0.147	0	25	0	0	magma -b seq:=26 rk2search_omit.m
1420	:	1706635886.611	     0.155	0	23	0	0	magma -b seq:=4928 rk2search_omit.m
1421	:	1706635886.665	     0.125	0	24	0	0	magma -b seq:=8236 rk2search_omit.m
1422	:	1706635886.791	     0.125	0	25	0	0	magma -b seq:=1224 rk2search_omit.m
1423	:	1706635886.809	     0.175	0	24	0	0	magma -b seq:=4211 rk2search_omit.m
1424	:	1706635886.937	     0.105	0	25	0	0	magma -b seq:=2897 rk2search_omit.m
1425	:	1706635886.999	     0.112	0	24	0	0	magma -b seq:=4797 rk2search_omit.m
1426	:	1706635887.066	     0.124	0	23	0	0	magma -b seq:=9610 rk2search_omit.m
1428	:	1706635887.203	     0.159	0	23	0	0	magma -b seq:=4489 rk2search_omit.m
1429	:	1706635887.383	     0.175	0	25	0	0	magma -b seq:=1672 rk2search_omit.m
1430	:	1706635887.579	     0.165	0	23	0	0	magma -b seq:=2109 rk2search_omit.m
1431	:	1706635887.763	     0.183	0	24	0	0	magma -b seq:=10270 rk2search_omit.m
1432	:	1706635887.967	     0.158	0	23	0	0	magma -b seq:=5522 rk2search_omit.m
1433	:	1706635888.147	     0.188	0	23	0	0	magma -b seq:=3650 rk2search_omit.m
1434	:	1706635888.354	     0.059	0	26	0	0	magma -b seq:=2511 rk2search_omit.m
1435	:	1706635888.437	     0.111	0	24	0	0	magma -b seq:=1617 rk2search_omit.m
1406	:	1706635884.727	     4.131	0	18	0	0	magma -b seq:=6850 rk2search_omit.m
1437	:	1706635888.865	     0.048	0	25	0	0	magma -b seq:=2574 rk2search_omit.m
1438	:	1706635888.920	     0.049	0	23	0	0	magma -b seq:=7819 rk2search_omit.m
1439	:	1706635888.977	     0.062	0	25	0	0	magma -b seq:=8836 rk2search_omit.m
1440	:	1706635889.049	     0.099	0	23	0	0	magma -b seq:=9277 rk2search_omit.m
757	:	1706635709.065	   180.998	0	0	-1	15	magma -b seq:=7846 rk2search_omit.m
1412	:	1706635886.041	     4.253	0	22	0	0	magma -b seq:=4321 rk2search_omit.m
1442	:	1706635890.177	     0.154	0	22	0	0	magma -b seq:=6682 rk2search_omit.m
1443	:	1706635890.305	     0.065	0	23	0	0	magma -b seq:=634 rk2search_omit.m
1444	:	1706635890.339	     0.101	0	24	0	0	magma -b seq:=4833 rk2search_omit.m
1445	:	1706635890.399	     0.123	0	25	0	0	magma -b seq:=3033 rk2search_omit.m
1446	:	1706635890.473	     0.157	0	23	0	0	magma -b seq:=3385 rk2search_omit.m
1447	:	1706635890.531	     0.140	0	21	0	0	magma -b seq:=7661 rk2search_omit.m
1448	:	1706635890.655	     0.191	0	21	0	0	magma -b seq:=7965 rk2search_omit.m
1449	:	1706635890.688	     0.199	0	24	0	0	magma -b seq:=5315 rk2search_omit.m
1450	:	1706635890.875	     0.209	0	24	0	0	magma -b seq:=1304 rk2search_omit.m
1451	:	1706635890.902	     0.194	0	25	0	0	magma -b seq:=10568 rk2search_omit.m
1427	:	1706635887.142	     4.041	0	19	0	0	magma -b seq:=4431 rk2search_omit.m
1452	:	1706635891.096	     0.196	0	24	0	0	magma -b seq:=10323 rk2search_omit.m
1454	:	1706635891.199	     0.105	0	22	0	0	magma -b seq:=8974 rk2search_omit.m
1453	:	1706635891.118	     0.208	0	22	0	0	magma -b seq:=9249 rk2search_omit.m
1456	:	1706635891.327	     0.099	0	24	0	0	magma -b seq:=5113 rk2search_omit.m
1457	:	1706635891.373	     0.094	0	22	0	0	magma -b seq:=7175 rk2search_omit.m
1458	:	1706635891.436	     0.096	0	25	0	0	magma -b seq:=372 rk2search_omit.m
1459	:	1706635891.476	     0.105	0	25	0	0	magma -b seq:=1623 rk2search_omit.m
1461	:	1706635891.602	     0.199	0	24	0	0	magma -b seq:=4870 rk2search_omit.m
1462	:	1706635891.824	     0.219	0	25	0	0	magma -b seq:=10884 rk2search_omit.m
1463	:	1706635892.068	     0.192	0	23	0	0	magma -b seq:=5162 rk2search_omit.m
1464	:	1706635892.288	     0.136	0	22	0	0	magma -b seq:=9534 rk2search_omit.m
1465	:	1706635892.449	     0.103	0	23	0	0	magma -b seq:=8238 rk2search_omit.m
1466	:	1706635892.572	     0.047	0	23	0	0	magma -b seq:=2932 rk2search_omit.m
1467	:	1706635892.629	     0.115	0	25	0	0	magma -b seq:=2270 rk2search_omit.m
1468	:	1706635892.761	     0.100	0	24	0	0	magma -b seq:=8003 rk2search_omit.m
1469	:	1706635892.877	     0.099	0	22	0	0	magma -b seq:=8723 rk2search_omit.m
1470	:	1706635892.993	     0.092	0	24	0	0	magma -b seq:=3965 rk2search_omit.m
1471	:	1706635893.101	     0.085	0	23	0	0	magma -b seq:=10966 rk2search_omit.m
1472	:	1706635893.205	     0.088	0	25	0	0	magma -b seq:=2326 rk2search_omit.m
1473	:	1706635893.307	     0.084	0	22	0	0	magma -b seq:=5716 rk2search_omit.m
1474	:	1706635893.398	     0.049	0	25	0	0	magma -b seq:=3034 rk2search_omit.m
1475	:	1706635893.454	     0.051	0	23	0	0	magma -b seq:=4218 rk2search_omit.m
1476	:	1706635893.511	     0.052	0	22	0	0	magma -b seq:=11002 rk2search_omit.m
1477	:	1706635893.570	     0.094	0	22	0	0	magma -b seq:=8401 rk2search_omit.m
1441	:	1706635889.158	     4.556	0	19	0	0	magma -b seq:=4915 rk2search_omit.m
1478	:	1706635893.673	     0.083	0	23	0	0	magma -b seq:=6557 rk2search_omit.m
1479	:	1706635893.738	     0.064	0	23	0	0	magma -b seq:=5398 rk2search_omit.m
1460	:	1706635891.579	     2.259	0	18	0	0	magma -b seq:=5827 rk2search_omit.m
1480	:	1706635893.785	     0.069	0	23	0	0	magma -b seq:=3680 rk2search_omit.m
1481	:	1706635893.834	     0.056	0	24	0	0	magma -b seq:=2194 rk2search_omit.m
1482	:	1706635893.854	     0.093	0	24	0	0	magma -b seq:=4310 rk2search_omit.m
1483	:	1706635893.866	     0.110	0	22	0	0	magma -b seq:=4117 rk2search_omit.m
1484	:	1706635893.897	     0.141	0	25	0	0	magma -b seq:=398 rk2search_omit.m
1485	:	1706635893.965	     0.098	0	24	0	0	magma -b seq:=348 rk2search_omit.m
1487	:	1706635894.062	     0.083	0	21	0	0	magma -b seq:=7328 rk2search_omit.m
1488	:	1706635894.078	     0.099	0	25	0	0	magma -b seq:=3361 rk2search_omit.m
1489	:	1706635894.154	     0.168	0	23	0	0	magma -b seq:=5109 rk2search_omit.m
1490	:	1706635894.202	     0.177	0	24	0	0	magma -b seq:=8203 rk2search_omit.m
1491	:	1706635894.335	     0.092	0	21	0	0	magma -b seq:=6742 rk2search_omit.m
1492	:	1706635894.411	     0.072	0	23	0	0	magma -b seq:=5110 rk2search_omit.m
1493	:	1706635894.459	     0.095	0	22	0	0	magma -b seq:=5431 rk2search_omit.m
1494	:	1706635894.527	     0.092	0	22	0	0	magma -b seq:=549 rk2search_omit.m
1495	:	1706635894.595	     0.144	0	24	0	0	magma -b seq:=2784 rk2search_omit.m
1496	:	1706635894.631	     0.119	0	23	0	0	magma -b seq:=9700 rk2search_omit.m
1497	:	1706635894.751	     0.144	0	23	0	0	magma -b seq:=8903 rk2search_omit.m
1498	:	1706635894.775	     0.159	0	24	0	0	magma -b seq:=6788 rk2search_omit.m
1499	:	1706635894.911	     0.190	0	24	0	0	magma -b seq:=5071 rk2search_omit.m
1500	:	1706635894.963	     0.151	0	23	0	0	magma -b seq:=10458 rk2search_omit.m
1501	:	1706635895.115	     0.203	0	24	0	0	magma -b seq:=161 rk2search_omit.m
1502	:	1706635895.131	     0.200	0	22	0	0	magma -b seq:=2112 rk2search_omit.m
1504	:	1706635895.347	     0.185	0	25	0	0	magma -b seq:=2255 rk2search_omit.m
1503	:	1706635895.331	     0.211	0	23	0	0	magma -b seq:=8163 rk2search_omit.m
1505	:	1706635895.543	     0.167	0	22	0	0	magma -b seq:=10390 rk2search_omit.m
1506	:	1706635895.559	     0.193	0	22	0	0	magma -b seq:=5981 rk2search_omit.m
1455	:	1706635891.303	     4.565	0	19	0	0	magma -b seq:=4123 rk2search_omit.m
1507	:	1706635895.723	     0.177	0	22	0	0	magma -b seq:=11013 rk2search_omit.m
1508	:	1706635895.767	     0.167	0	24	0	0	magma -b seq:=1531 rk2search_omit.m
1509	:	1706635895.900	     0.073	0	22	0	0	magma -b seq:=6538 rk2search_omit.m
1510	:	1706635895.915	     0.147	0	24	0	0	magma -b seq:=4762 rk2search_omit.m
1511	:	1706635895.971	     0.171	0	23	0	0	magma -b seq:=7962 rk2search_omit.m
1512	:	1706635896.021	     0.167	0	23	0	0	magma -b seq:=9012 rk2search_omit.m
1513	:	1706635896.087	     0.184	0	24	0	0	magma -b seq:=4825 rk2search_omit.m
1514	:	1706635896.175	     0.180	0	26	0	0	magma -b seq:=1369 rk2search_omit.m
1516	:	1706635896.282	     0.092	0	25	0	0	magma -b seq:=3411 rk2search_omit.m
1517	:	1706635896.363	     0.077	0	22	0	0	magma -b seq:=8463 rk2search_omit.m
1518	:	1706635896.409	     0.072	0	24	0	0	magma -b seq:=9875 rk2search_omit.m
1519	:	1706635896.466	     0.093	0	22	0	0	magma -b seq:=5890 rk2search_omit.m
1520	:	1706635896.488	     0.108	0	24	0	0	magma -b seq:=4519 rk2search_omit.m
1486	:	1706635893.984	     2.661	0	18	0	0	magma -b seq:=6829 rk2search_omit.m
1522	:	1706635896.603	     0.069	0	23	0	0	magma -b seq:=3010 rk2search_omit.m
1521	:	1706635896.588	     0.095	0	22	0	0	magma -b seq:=9835 rk2search_omit.m
1524	:	1706635896.683	     0.108	0	24	0	0	magma -b seq:=9999 rk2search_omit.m
1525	:	1706635896.697	     0.108	0	22	0	0	magma -b seq:=6926 rk2search_omit.m
1526	:	1706635896.806	     0.092	0	22	0	0	magma -b seq:=2113 rk2search_omit.m
1527	:	1706635896.818	     0.092	0	26	0	0	magma -b seq:=1667 rk2search_omit.m
1528	:	1706635896.910	     0.125	0	23	0	0	magma -b seq:=9248 rk2search_omit.m
1529	:	1706635896.931	     0.121	0	23	0	0	magma -b seq:=10633 rk2search_omit.m
1530	:	1706635897.053	     0.100	0	22	0	0	magma -b seq:=1536 rk2search_omit.m
1531	:	1706635897.061	     0.112	0	24	0	0	magma -b seq:=9742 rk2search_omit.m
1532	:	1706635897.173	     0.090	0	24	0	0	magma -b seq:=10101 rk2search_omit.m
1533	:	1706635897.193	     0.115	0	24	0	0	magma -b seq:=3396 rk2search_omit.m
1534	:	1706635897.285	     0.108	0	25	0	0	magma -b seq:=2477 rk2search_omit.m
1535	:	1706635897.317	     0.124	0	24	0	0	magma -b seq:=2185 rk2search_omit.m
1536	:	1706635897.415	     0.120	0	24	0	0	magma -b seq:=8397 rk2search_omit.m
1537	:	1706635897.458	     0.124	0	25	0	0	magma -b seq:=10858 rk2search_omit.m
1538	:	1706635897.550	     0.101	0	23	0	0	magma -b seq:=5426 rk2search_omit.m
1539	:	1706635897.594	     0.111	0	23	0	0	magma -b seq:=6360 rk2search_omit.m
1540	:	1706635897.669	     0.080	0	23	0	0	magma -b seq:=9774 rk2search_omit.m
1541	:	1706635897.713	     0.098	0	23	0	0	magma -b seq:=8944 rk2search_omit.m
1542	:	1706635897.773	     0.078	0	24	0	0	magma -b seq:=4958 rk2search_omit.m
1544	:	1706635897.877	     0.092	0	23	0	0	magma -b seq:=4427 rk2search_omit.m
1545	:	1706635897.985	     0.063	0	25	0	0	magma -b seq:=905 rk2search_omit.m
1546	:	1706635898.055	     0.118	0	26	0	0	magma -b seq:=2545 rk2search_omit.m
1547	:	1706635898.181	     0.147	0	21	0	0	magma -b seq:=6933 rk2search_omit.m
1548	:	1706635898.336	     0.075	0	23	0	0	magma -b seq:=9368 rk2search_omit.m
1549	:	1706635898.420	     0.064	0	24	0	0	magma -b seq:=9977 rk2search_omit.m
1550	:	1706635898.494	     0.072	0	24	0	0	magma -b seq:=8021 rk2search_omit.m
