Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
48	:	1706635323.015	     0.072	0	25	0	0	magma -b seq:=1539 rk2search_omit.m
49	:	1706635323.039	     0.069	0	24	0	0	magma -b seq:=4598 rk2search_omit.m
47	:	1706635322.978	     0.140	0	24	0	0	magma -b seq:=7200 rk2search_omit.m
52	:	1706635323.069	     0.072	0	23	0	0	magma -b seq:=7491 rk2search_omit.m
51	:	1706635323.058	     0.122	0	24	0	0	magma -b seq:=4234 rk2search_omit.m
53	:	1706635323.079	     0.102	0	23	0	0	magma -b seq:=5099 rk2search_omit.m
54	:	1706635323.088	     0.095	0	23	0	0	magma -b seq:=6238 rk2search_omit.m
55	:	1706635323.109	     0.074	0	23	0	0	magma -b seq:=5111 rk2search_omit.m
50	:	1706635323.050	     0.140	0	21	0	0	magma -b seq:=7294 rk2search_omit.m
58	:	1706635323.158	     0.055	0	23	0	0	magma -b seq:=9173 rk2search_omit.m
56	:	1706635323.118	     0.103	0	21	0	0	magma -b seq:=7385 rk2search_omit.m
57	:	1706635323.141	     0.082	0	23	0	0	magma -b seq:=10597 rk2search_omit.m
59	:	1706635323.181	     0.059	0	23	0	0	magma -b seq:=4106 rk2search_omit.m
60	:	1706635323.189	     0.076	0	22	0	0	magma -b seq:=6909 rk2search_omit.m
61	:	1706635323.197	     0.069	0	24	0	0	magma -b seq:=1272 rk2search_omit.m
62	:	1706635323.206	     0.059	0	24	0	0	magma -b seq:=2955 rk2search_omit.m
63	:	1706635323.213	     0.083	0	21	0	0	magma -b seq:=7887 rk2search_omit.m
64	:	1706635323.222	     0.076	0	23	0	0	magma -b seq:=6817 rk2search_omit.m
65	:	1706635323.230	     0.073	0	25	0	0	magma -b seq:=669 rk2search_omit.m
67	:	1706635323.252	     0.057	0	24	0	0	magma -b seq:=5299 rk2search_omit.m
66	:	1706635323.241	     0.075	0	23	0	0	magma -b seq:=9559 rk2search_omit.m
68	:	1706635323.264	     0.052	0	24	0	0	magma -b seq:=3961 rk2search_omit.m
70	:	1706635323.297	     0.049	0	23	0	0	magma -b seq:=2408 rk2search_omit.m
69	:	1706635323.272	     0.085	0	22	0	0	magma -b seq:=6921 rk2search_omit.m
72	:	1706635323.310	     0.049	0	24	0	0	magma -b seq:=1098 rk2search_omit.m
71	:	1706635323.304	     0.062	0	23	0	0	magma -b seq:=950 rk2search_omit.m
73	:	1706635323.316	     0.091	0	24	0	0	magma -b seq:=3745 rk2search_omit.m
74	:	1706635323.323	     0.085	0	23	0	0	magma -b seq:=9897 rk2search_omit.m
75	:	1706635323.329	     0.079	0	23	0	0	magma -b seq:=8194 rk2search_omit.m
76	:	1706635323.339	     0.075	0	22	0	0	magma -b seq:=7350 rk2search_omit.m
78	:	1706635323.358	     0.057	0	23	0	0	magma -b seq:=8641 rk2search_omit.m
79	:	1706635323.366	     0.057	0	23	0	0	magma -b seq:=4648 rk2search_omit.m
77	:	1706635323.346	     0.082	0	24	0	0	magma -b seq:=2935 rk2search_omit.m
81	:	1706635323.407	     0.043	0	23	0	0	magma -b seq:=3733 rk2search_omit.m
80	:	1706635323.378	     0.079	0	22	0	0	magma -b seq:=9536 rk2search_omit.m
82	:	1706635323.415	     0.049	0	23	0	0	magma -b seq:=2375 rk2search_omit.m
83	:	1706635323.423	     0.054	0	23	0	0	magma -b seq:=1174 rk2search_omit.m
84	:	1706635323.429	     0.050	0	23	0	0	magma -b seq:=7218 rk2search_omit.m
85	:	1706635323.451	     0.041	0	23	0	0	magma -b seq:=3223 rk2search_omit.m
86	:	1706635323.458	     0.058	0	25	0	0	magma -b seq:=788 rk2search_omit.m
87	:	1706635323.464	     0.052	0	23	0	0	magma -b seq:=9420 rk2search_omit.m
88	:	1706635323.471	     0.052	0	23	0	0	magma -b seq:=3632 rk2search_omit.m
90	:	1706635323.485	     0.068	0	24	0	0	magma -b seq:=4613 rk2search_omit.m
91	:	1706635323.492	     0.061	0	23	0	0	magma -b seq:=11073 rk2search_omit.m
89	:	1706635323.478	     0.075	0	24	0	0	magma -b seq:=8367 rk2search_omit.m
92	:	1706635323.510	     0.043	0	23	0	0	magma -b seq:=8665 rk2search_omit.m
93	:	1706635323.516	     0.049	0	25	0	0	magma -b seq:=1319 rk2search_omit.m
94	:	1706635323.523	     0.061	0	24	0	0	magma -b seq:=161 rk2search_omit.m
95	:	1706635323.553	     0.049	0	25	0	0	magma -b seq:=1401 rk2search_omit.m
96	:	1706635323.560	     0.055	0	23	0	0	magma -b seq:=10422 rk2search_omit.m
99	:	1706635323.578	     0.049	0	23	0	0	magma -b seq:=4645 rk2search_omit.m
97	:	1706635323.566	     0.062	0	25	0	0	magma -b seq:=10289 rk2search_omit.m
98	:	1706635323.572	     0.062	0	26	0	0	magma -b seq:=701 rk2search_omit.m
100	:	1706635323.584	     0.056	0	23	0	0	magma -b seq:=10669 rk2search_omit.m
101	:	1706635323.590	     0.062	0	23	0	0	magma -b seq:=4098 rk2search_omit.m
102	:	1706635323.602	     0.084	0	22	0	0	magma -b seq:=8648 rk2search_omit.m
103	:	1706635323.615	     0.072	0	22	0	0	magma -b seq:=6833 rk2search_omit.m
104	:	1706635323.627	     0.060	0	24	0	0	magma -b seq:=5344 rk2search_omit.m
107	:	1706635323.652	     0.049	0	22	0	0	magma -b seq:=7274 rk2search_omit.m
105	:	1706635323.634	     0.078	0	23	0	0	magma -b seq:=10480 rk2search_omit.m
106	:	1706635323.641	     0.078	0	22	0	0	magma -b seq:=5854 rk2search_omit.m
108	:	1706635323.664	     0.065	0	22	0	0	magma -b seq:=6640 rk2search_omit.m
109	:	1706635323.672	     0.058	0	22	0	0	magma -b seq:=6306 rk2search_omit.m
110	:	1706635323.686	     0.060	0	23	0	0	magma -b seq:=2961 rk2search_omit.m
111	:	1706635323.701	     0.059	0	24	0	0	magma -b seq:=2675 rk2search_omit.m
112	:	1706635323.713	     0.062	0	24	0	0	magma -b seq:=4302 rk2search_omit.m
113	:	1706635323.719	     0.061	0	22	0	0	magma -b seq:=5775 rk2search_omit.m
114	:	1706635323.729	     0.064	0	25	0	0	magma -b seq:=100 rk2search_omit.m
115	:	1706635323.735	     0.060	0	24	0	0	magma -b seq:=2642 rk2search_omit.m
116	:	1706635323.747	     0.058	0	23	0	0	magma -b seq:=6321 rk2search_omit.m
117	:	1706635323.760	     0.072	0	23	0	0	magma -b seq:=3594 rk2search_omit.m
119	:	1706635323.781	     0.058	0	24	0	0	magma -b seq:=10039 rk2search_omit.m
120	:	1706635323.787	     0.052	0	22	0	0	magma -b seq:=5449 rk2search_omit.m
118	:	1706635323.775	     0.070	0	22	0	0	magma -b seq:=6641 rk2search_omit.m
121	:	1706635323.794	     0.052	0	23	0	0	magma -b seq:=8081 rk2search_omit.m
124	:	1706635323.832	     0.060	0	24	0	0	magma -b seq:=8040 rk2search_omit.m
125	:	1706635323.839	     0.055	0	24	0	0	magma -b seq:=4041 rk2search_omit.m
126	:	1706635323.846	     0.052	0	24	0	0	magma -b seq:=9704 rk2search_omit.m
122	:	1706635323.805	     0.102	0	23	0	0	magma -b seq:=10022 rk2search_omit.m
123	:	1706635323.819	     0.095	0	25	0	0	magma -b seq:=8002 rk2search_omit.m
128	:	1706635323.862	     0.053	0	26	0	0	magma -b seq:=59 rk2search_omit.m
127	:	1706635323.856	     0.065	0	24	0	0	magma -b seq:=4565 rk2search_omit.m
129	:	1706635323.870	     0.061	0	24	0	0	magma -b seq:=1778 rk2search_omit.m
130	:	1706635323.893	     0.049	0	23	0	0	magma -b seq:=6304 rk2search_omit.m
131	:	1706635323.908	     0.062	0	24	0	0	magma -b seq:=9011 rk2search_omit.m
132	:	1706635323.915	     0.056	0	22	0	0	magma -b seq:=556 rk2search_omit.m
133	:	1706635323.922	     0.049	0	22	0	0	magma -b seq:=7376 rk2search_omit.m
134	:	1706635323.931	     0.048	0	23	0	0	magma -b seq:=10464 rk2search_omit.m
135	:	1706635323.941	     0.055	0	23	0	0	magma -b seq:=7223 rk2search_omit.m
136	:	1706635323.948	     0.077	0	25	0	0	magma -b seq:=5313 rk2search_omit.m
137	:	1706635323.962	     0.067	0	23	0	0	magma -b seq:=9815 rk2search_omit.m
138	:	1706635323.970	     0.059	0	24	0	0	magma -b seq:=3628 rk2search_omit.m
139	:	1706635323.979	     0.051	0	23	0	0	magma -b seq:=4278 rk2search_omit.m
140	:	1706635323.985	     0.051	0	23	0	0	magma -b seq:=7764 rk2search_omit.m
141	:	1706635323.997	     0.069	0	24	0	0	magma -b seq:=9693 rk2search_omit.m
142	:	1706635324.024	     0.052	0	24	0	0	magma -b seq:=8459 rk2search_omit.m
143	:	1706635324.036	     0.052	0	22	0	0	magma -b seq:=8401 rk2search_omit.m
144	:	1706635324.042	     0.052	0	23	0	0	magma -b seq:=9035 rk2search_omit.m
145	:	1706635324.048	     0.047	0	23	0	0	magma -b seq:=10203 rk2search_omit.m
146	:	1706635324.054	     0.062	0	22	0	0	magma -b seq:=7968 rk2search_omit.m
147	:	1706635324.065	     0.057	0	25	0	0	magma -b seq:=1391 rk2search_omit.m
148	:	1706635324.077	     0.062	0	22	0	0	magma -b seq:=3646 rk2search_omit.m
149	:	1706635324.089	     0.051	0	24	0	0	magma -b seq:=1475 rk2search_omit.m
150	:	1706635324.095	     0.062	0	24	0	0	magma -b seq:=345 rk2search_omit.m
152	:	1706635324.116	     0.069	0	23	0	0	magma -b seq:=10492 rk2search_omit.m
153	:	1706635324.123	     0.065	0	24	0	0	magma -b seq:=3923 rk2search_omit.m
154	:	1706635324.133	     0.055	0	24	0	0	magma -b seq:=1724 rk2search_omit.m
155	:	1706635324.139	     0.085	0	23	0	0	magma -b seq:=6089 rk2search_omit.m
158	:	1706635324.167	     0.057	0	23	0	0	magma -b seq:=7984 rk2search_omit.m
157	:	1706635324.158	     0.074	0	22	0	0	magma -b seq:=7734 rk2search_omit.m
156	:	1706635324.145	     0.101	0	22	0	0	magma -b seq:=10440 rk2search_omit.m
160	:	1706635324.185	     0.062	0	24	0	0	magma -b seq:=5435 rk2search_omit.m
159	:	1706635324.172	     0.101	0	23	0	0	magma -b seq:=3807 rk2search_omit.m
161	:	1706635324.196	     0.092	0	22	0	0	magma -b seq:=8171 rk2search_omit.m
162	:	1706635324.213	     0.075	0	21	0	0	magma -b seq:=10995 rk2search_omit.m
165	:	1706635324.241	     0.054	0	24	0	0	magma -b seq:=9125 rk2search_omit.m
166	:	1706635324.247	     0.062	0	24	0	0	magma -b seq:=941 rk2search_omit.m
163	:	1706635324.224	     0.118	0	23	0	0	magma -b seq:=220 rk2search_omit.m
164	:	1706635324.232	     0.110	0	23	0	0	magma -b seq:=9406 rk2search_omit.m
167	:	1706635324.273	     0.069	0	22	0	0	magma -b seq:=235 rk2search_omit.m
168	:	1706635324.288	     0.060	0	21	0	0	magma -b seq:=7678 rk2search_omit.m
169	:	1706635324.295	     0.057	0	24	0	0	magma -b seq:=1015 rk2search_omit.m
170	:	1706635324.310	     0.044	0	23	0	0	magma -b seq:=8667 rk2search_omit.m
171	:	1706635324.342	     0.049	0	23	0	0	magma -b seq:=5719 rk2search_omit.m
172	:	1706635324.349	     0.051	0	22	0	0	magma -b seq:=10419 rk2search_omit.m
173	:	1706635324.353	     0.054	0	22	0	0	magma -b seq:=8447 rk2search_omit.m
174	:	1706635324.359	     0.089	0	26	0	0	magma -b seq:=1342 rk2search_omit.m
176	:	1706635324.370	     0.080	0	23	0	0	magma -b seq:=8764 rk2search_omit.m
178	:	1706635324.392	     0.058	0	23	0	0	magma -b seq:=10244 rk2search_omit.m
177	:	1706635324.380	     0.081	0	24	0	0	magma -b seq:=5519 rk2search_omit.m
175	:	1706635324.365	     0.102	0	23	0	0	magma -b seq:=9280 rk2search_omit.m
181	:	1706635324.417	     0.052	0	21	0	0	magma -b seq:=7371 rk2search_omit.m
179	:	1706635324.400	     0.074	0	22	0	0	magma -b seq:=7723 rk2search_omit.m
180	:	1706635324.407	     0.093	0	23	0	0	magma -b seq:=8803 rk2search_omit.m
182	:	1706635324.449	     0.068	0	25	0	0	magma -b seq:=9363 rk2search_omit.m
183	:	1706635324.462	     0.055	0	24	0	0	magma -b seq:=8027 rk2search_omit.m
185	:	1706635324.474	     0.051	0	24	0	0	magma -b seq:=4629 rk2search_omit.m
184	:	1706635324.468	     0.082	0	23	0	0	magma -b seq:=1535 rk2search_omit.m
186	:	1706635324.501	     0.050	0	23	0	0	magma -b seq:=3795 rk2search_omit.m
187	:	1706635324.517	     0.046	0	24	0	0	magma -b seq:=1614 rk2search_omit.m
188	:	1706635324.524	     0.068	0	22	0	0	magma -b seq:=8227 rk2search_omit.m
189	:	1706635324.530	     0.062	0	24	0	0	magma -b seq:=3717 rk2search_omit.m
190	:	1706635324.535	     0.057	0	23	0	0	magma -b seq:=7939 rk2search_omit.m
192	:	1706635324.562	     0.050	0	25	0	0	magma -b seq:=4319 rk2search_omit.m
191	:	1706635324.550	     0.092	0	23	0	0	magma -b seq:=5887 rk2search_omit.m
193	:	1706635324.569	     0.073	0	23	0	0	magma -b seq:=5877 rk2search_omit.m
194	:	1706635324.591	     0.052	0	21	0	0	magma -b seq:=9854 rk2search_omit.m
196	:	1706635324.613	     0.049	0	22	0	0	magma -b seq:=7650 rk2search_omit.m
197	:	1706635324.642	     0.032	0	24	0	0	magma -b seq:=9396 rk2search_omit.m
195	:	1706635324.598	     0.090	0	23	0	0	magma -b seq:=9804 rk2search_omit.m
198	:	1706635324.649	     0.060	0	24	0	0	magma -b seq:=2835 rk2search_omit.m
199	:	1706635324.656	     0.064	0	25	0	0	magma -b seq:=2897 rk2search_omit.m
202	:	1706635324.675	     0.052	0	24	0	0	magma -b seq:=3327 rk2search_omit.m
201	:	1706635324.667	     0.065	0	24	0	0	magma -b seq:=2331 rk2search_omit.m
200	:	1706635324.662	     0.087	0	22	0	0	magma -b seq:=3857 rk2search_omit.m
203	:	1706635324.689	     0.072	0	23	0	0	magma -b seq:=7947 rk2search_omit.m
204	:	1706635324.708	     0.069	0	23	0	0	magma -b seq:=10775 rk2search_omit.m
205	:	1706635324.720	     0.058	0	25	0	0	magma -b seq:=1004 rk2search_omit.m
206	:	1706635324.726	     0.052	0	22	0	0	magma -b seq:=4143 rk2search_omit.m
207	:	1706635324.733	     0.055	0	24	0	0	magma -b seq:=3083 rk2search_omit.m
208	:	1706635324.748	     0.085	0	23	0	0	magma -b seq:=4073 rk2search_omit.m
209	:	1706635324.760	     0.072	0	22	0	0	magma -b seq:=3592 rk2search_omit.m
210	:	1706635324.777	     0.057	0	22	0	0	magma -b seq:=7172 rk2search_omit.m
213	:	1706635324.798	     0.052	0	24	0	0	magma -b seq:=5339 rk2search_omit.m
211	:	1706635324.783	     0.078	0	24	0	0	magma -b seq:=2020 rk2search_omit.m
212	:	1706635324.788	     0.074	0	24	0	0	magma -b seq:=3963 rk2search_omit.m
214	:	1706635324.807	     0.067	0	23	0	0	magma -b seq:=5188 rk2search_omit.m
215	:	1706635324.832	     0.069	0	24	0	0	magma -b seq:=2956 rk2search_omit.m
216	:	1706635324.846	     0.059	0	24	0	0	magma -b seq:=3339 rk2search_omit.m
217	:	1706635324.851	     0.053	0	23	0	0	magma -b seq:=7237 rk2search_omit.m
218	:	1706635324.862	     0.059	0	24	0	0	magma -b seq:=8856 rk2search_omit.m
219	:	1706635324.873	     0.061	0	25	0	0	magma -b seq:=36 rk2search_omit.m
220	:	1706635324.890	     0.052	0	24	0	0	magma -b seq:=10065 rk2search_omit.m
221	:	1706635324.901	     0.053	0	23	0	0	magma -b seq:=3515 rk2search_omit.m
222	:	1706635324.911	     0.111	0	23	0	0	magma -b seq:=10629 rk2search_omit.m
223	:	1706635324.922	     0.120	0	25	0	0	magma -b seq:=799 rk2search_omit.m
224	:	1706635324.928	     0.114	0	22	0	0	magma -b seq:=9934 rk2search_omit.m
225	:	1706635324.934	     0.108	0	23	0	0	magma -b seq:=7845 rk2search_omit.m
226	:	1706635324.943	     0.099	0	25	0	0	magma -b seq:=734 rk2search_omit.m
227	:	1706635324.955	     0.088	0	24	0	0	magma -b seq:=528 rk2search_omit.m
229	:	1706635324.968	     0.075	0	23	0	0	magma -b seq:=7945 rk2search_omit.m
230	:	1706635325.013	     0.043	0	23	0	0	magma -b seq:=9247 rk2search_omit.m
228	:	1706635324.962	     0.100	0	24	0	0	magma -b seq:=5128 rk2search_omit.m
231	:	1706635325.052	     0.063	0	23	0	0	magma -b seq:=8246 rk2search_omit.m
232	:	1706635325.056	     0.061	0	23	0	0	magma -b seq:=9585 rk2search_omit.m
233	:	1706635325.061	     0.056	0	23	0	0	magma -b seq:=11069 rk2search_omit.m
236	:	1706635325.094	     0.069	0	23	0	0	magma -b seq:=4270 rk2search_omit.m
237	:	1706635325.100	     0.064	0	24	0	0	magma -b seq:=1650 rk2search_omit.m
235	:	1706635325.088	     0.082	0	21	0	0	magma -b seq:=5853 rk2search_omit.m
234	:	1706635325.067	     0.121	0	24	0	0	magma -b seq:=10591 rk2search_omit.m
240	:	1706635325.126	     0.078	0	23	0	0	magma -b seq:=6383 rk2search_omit.m
238	:	1706635325.110	     0.130	0	23	0	0	magma -b seq:=10717 rk2search_omit.m
239	:	1706635325.116	     0.126	0	24	0	0	magma -b seq:=3743 rk2search_omit.m
241	:	1706635325.132	     0.110	0	25	0	0	magma -b seq:=10859 rk2search_omit.m
242	:	1706635325.156	     0.100	0	22	0	0	magma -b seq:=8258 rk2search_omit.m
243	:	1706635325.170	     0.111	0	25	0	0	magma -b seq:=9082 rk2search_omit.m
245	:	1706635325.204	     0.095	0	24	0	0	magma -b seq:=4912 rk2search_omit.m
246	:	1706635325.230	     0.069	0	24	0	0	magma -b seq:=277 rk2search_omit.m
244	:	1706635325.188	     0.157	0	24	0	0	magma -b seq:=5726 rk2search_omit.m
247	:	1706635325.240	     0.109	0	22	0	0	magma -b seq:=3565 rk2search_omit.m
249	:	1706635325.264	     0.087	0	22	0	0	magma -b seq:=3844 rk2search_omit.m
250	:	1706635325.282	     0.076	0	23	0	0	magma -b seq:=5110 rk2search_omit.m
248	:	1706635325.256	     0.128	0	25	0	0	magma -b seq:=699 rk2search_omit.m
252	:	1706635325.315	     0.077	0	22	0	0	magma -b seq:=4189 rk2search_omit.m
251	:	1706635325.298	     0.129	0	24	0	0	magma -b seq:=2010 rk2search_omit.m
254	:	1706635325.358	     0.070	0	24	0	0	magma -b seq:=1885 rk2search_omit.m
255	:	1706635325.373	     0.108	0	25	0	0	magma -b seq:=2735 rk2search_omit.m
257	:	1706635325.393	     0.100	0	21	0	0	magma -b seq:=7922 rk2search_omit.m
258	:	1706635325.403	     0.110	0	24	0	0	magma -b seq:=2779 rk2search_omit.m
253	:	1706635325.346	     0.186	0	23	0	0	magma -b seq:=5361 rk2search_omit.m
256	:	1706635325.385	     0.150	0	23	0	0	magma -b seq:=3060 rk2search_omit.m
259	:	1706635325.414	     0.128	0	23	0	0	magma -b seq:=866 rk2search_omit.m
260	:	1706635325.428	     0.128	0	24	0	0	magma -b seq:=10262 rk2search_omit.m
261	:	1706635325.459	     0.123	0	24	0	0	magma -b seq:=4007 rk2search_omit.m
264	:	1706635325.511	     0.088	0	23	0	0	magma -b seq:=8952 rk2search_omit.m
263	:	1706635325.493	     0.132	0	24	0	0	magma -b seq:=10578 rk2search_omit.m
262	:	1706635325.469	     0.181	0	23	0	0	magma -b seq:=3934 rk2search_omit.m
269	:	1706635325.600	     0.069	0	23	0	0	magma -b seq:=4097 rk2search_omit.m
265	:	1706635325.532	     0.138	0	23	0	0	magma -b seq:=4922 rk2search_omit.m
268	:	1706635325.583	     0.088	0	25	0	0	magma -b seq:=2418 rk2search_omit.m
266	:	1706635325.555	     0.125	0	23	0	0	magma -b seq:=6058 rk2search_omit.m
267	:	1706635325.573	     0.170	0	25	0	0	magma -b seq:=2622 rk2search_omit.m
271	:	1706635325.650	     0.094	0	25	0	0	magma -b seq:=8880 rk2search_omit.m
272	:	1706635325.669	     0.075	0	23	0	0	magma -b seq:=162 rk2search_omit.m
273	:	1706635325.680	     0.079	0	21	0	0	magma -b seq:=4967 rk2search_omit.m
270	:	1706635325.626	     0.141	0	24	0	0	magma -b seq:=2194 rk2search_omit.m
274	:	1706635325.694	     0.112	0	23	0	0	magma -b seq:=10979 rk2search_omit.m
275	:	1706635325.726	     0.082	0	24	0	0	magma -b seq:=10192 rk2search_omit.m
276	:	1706635325.743	     0.082	0	23	0	0	magma -b seq:=10121 rk2search_omit.m
277	:	1706635325.760	     0.105	0	22	0	0	magma -b seq:=8712 rk2search_omit.m
279	:	1706635325.798	     0.083	0	26	0	0	magma -b seq:=1382 rk2search_omit.m
280	:	1706635325.806	     0.076	0	22	0	0	magma -b seq:=3780 rk2search_omit.m
278	:	1706635325.768	     0.131	0	23	0	0	magma -b seq:=8899 rk2search_omit.m
281	:	1706635325.825	     0.082	0	23	0	0	magma -b seq:=9139 rk2search_omit.m
282	:	1706635325.842	     0.089	0	25	0	0	magma -b seq:=1575 rk2search_omit.m
283	:	1706635325.866	     0.082	0	23	0	0	magma -b seq:=3636 rk2search_omit.m
151	:	1706635324.102	     1.864	0	19	0	0	magma -b seq:=4952 rk2search_omit.m
284	:	1706635325.881	     0.086	0	25	0	0	magma -b seq:=5515 rk2search_omit.m
286	:	1706635325.907	     0.087	0	21	0	0	magma -b seq:=9865 rk2search_omit.m
288	:	1706635325.932	     0.080	0	22	0	0	magma -b seq:=5408 rk2search_omit.m
289	:	1706635325.949	     0.077	0	23	0	0	magma -b seq:=1281 rk2search_omit.m
285	:	1706635325.899	     0.160	0	23	0	0	magma -b seq:=10057 rk2search_omit.m
290	:	1706635325.966	     0.093	0	24	0	0	magma -b seq:=8627 rk2search_omit.m
291	:	1706635325.975	     0.086	0	24	0	0	magma -b seq:=4144 rk2search_omit.m
287	:	1706635325.922	     0.150	0	26	0	0	magma -b seq:=434 rk2search_omit.m
292	:	1706635325.995	     0.078	0	24	0	0	magma -b seq:=3415 rk2search_omit.m
293	:	1706635326.012	     0.088	0	26	0	0	magma -b seq:=1309 rk2search_omit.m
294	:	1706635326.035	     0.083	0	21	0	0	magma -b seq:=7037 rk2search_omit.m
295	:	1706635326.051	     0.082	0	24	0	0	magma -b seq:=10465 rk2search_omit.m
296	:	1706635326.059	     0.076	0	22	0	0	magma -b seq:=5715 rk2search_omit.m
298	:	1706635326.080	     0.062	0	22	0	0	magma -b seq:=10075 rk2search_omit.m
297	:	1706635326.071	     0.092	0	24	0	0	magma -b seq:=3489 rk2search_omit.m
299	:	1706635326.101	     0.099	0	24	0	0	magma -b seq:=3715 rk2search_omit.m
300	:	1706635326.119	     0.082	0	21	0	0	magma -b seq:=9843 rk2search_omit.m
302	:	1706635326.143	     0.069	0	25	0	0	magma -b seq:=2002 rk2search_omit.m
301	:	1706635326.134	     0.086	0	24	0	0	magma -b seq:=1904 rk2search_omit.m
303	:	1706635326.152	     0.082	0	24	0	0	magma -b seq:=3905 rk2search_omit.m
304	:	1706635326.164	     0.089	0	22	0	0	magma -b seq:=7933 rk2search_omit.m
305	:	1706635326.181	     0.085	0	23	0	0	magma -b seq:=8936 rk2search_omit.m
306	:	1706635326.201	     0.088	0	22	0	0	magma -b seq:=10460 rk2search_omit.m
308	:	1706635326.220	     0.098	0	21	0	0	magma -b seq:=6216 rk2search_omit.m
307	:	1706635326.212	     0.120	0	23	0	0	magma -b seq:=9144 rk2search_omit.m
309	:	1706635326.235	     0.098	0	23	0	0	magma -b seq:=10654 rk2search_omit.m
